gemeente;nis;jaar;inwoners
Buggenhout;42004;1997;13702
Buggenhout;42004;1998;13738
Buggenhout;42004;1999;13718
Buggenhout;42004;2000;13752
Buggenhout;42004;2001;13652
Buggenhout;42004;2002;13758
Buggenhout;42004;2003;13676
Buggenhout;42004;2004;13707
Buggenhout;42004;2005;13748
Buggenhout;42004;2006;13840
Buggenhout;42004;2007;13890
Buggenhout;42004;2008;13973
Buggenhout;42004;2009;14036
Buggenhout;42004;2010;14081
Buggenhout;42004;2011;14167
Buggenhout;42004;2012;14237
Buggenhout;42004;2013;14322
Buggenhout;42004;2014;14389
Buggenhout;42004;2015;14508
Buggenhout;42004;2016;14469
Damme;31006;1997;10893
Damme;31006;1998;10882
Damme;31006;1999;11010
Damme;31006;2000;11058
Damme;31006;2001;11080
Damme;31006;2002;11038
Damme;31006;2003;11001
Damme;31006;2004;10922
Damme;31006;2005;10875
Damme;31006;2006;10899
Damme;31006;2007;10853
Damme;31006;2008;10875
Damme;31006;2009;10833
Damme;31006;2010;10839
Damme;31006;2011;10845
Damme;31006;2012;10844
Damme;31006;2013;10855
Damme;31006;2014;10845
Damme;31006;2015;10883
Damme;31006;2016;10907
De Haan;35029;1997;11200
De Haan;35029;1998;11230
De Haan;35029;1999;11242
De Haan;35029;2000;11355
De Haan;35029;2001;11418
De Haan;35029;2002;11580
De Haan;35029;2003;11644
De Haan;35029;2004;11717
De Haan;35029;2005;11847
De Haan;35029;2006;11925
De Haan;35029;2007;12177
De Haan;35029;2008;12243
De Haan;35029;2009;12339
De Haan;35029;2010;12401
De Haan;35029;2011;12518
De Haan;35029;2012;12473
De Haan;35029;2013;12563
De Haan;35029;2014;12577
De Haan;35029;2015;12587
De Haan;35029;2016;12622
De Panne;38008;1997;9975
De Panne;38008;1998;9859
De Panne;38008;1999;9760
De Panne;38008;2000;9722
De Panne;38008;2001;9880
De Panne;38008;2002;9877
De Panne;38008;2003;9852
De Panne;38008;2004;9923
De Panne;38008;2005;9961
De Panne;38008;2006;10060
De Panne;38008;2007;10153
De Panne;38008;2008;10285
De Panne;38008;2009;10430
De Panne;38008;2010;10614
De Panne;38008;2011;10728
De Panne;38008;2012;10748
De Panne;38008;2013;10794
De Panne;38008;2014;10812
De Panne;38008;2015;10836
De Panne;38008;2016;10811
De Pinte;44012;1997;10148
De Pinte;44012;1998;10121
De Pinte;44012;1999;10174
De Pinte;44012;2000;10124
De Pinte;44012;2001;10165
De Pinte;44012;2002;10101
De Pinte;44012;2003;10075
De Pinte;44012;2004;10130
De Pinte;44012;2005;10144
De Pinte;44012;2006;10235
De Pinte;44012;2007;10273
De Pinte;44012;2008;10251
De Pinte;44012;2009;10216
De Pinte;44012;2010;10227
De Pinte;44012;2011;10281
De Pinte;44012;2012;10204
De Pinte;44012;2013;10216
De Pinte;44012;2014;10306
De Pinte;44012;2015;10310
De Pinte;44012;2016;10367
Deerlijk;34009;1997;11399
Deerlijk;34009;1998;11421
Deerlijk;34009;1999;11390
Deerlijk;34009;2000;11460
Deerlijk;34009;2001;11426
Deerlijk;34009;2002;11365
Deerlijk;34009;2003;11342
Deerlijk;34009;2004;11269
Deerlijk;34009;2005;11306
Deerlijk;34009;2006;11310
Deerlijk;34009;2007;11372
Deerlijk;34009;2008;11283
Deerlijk;34009;2009;11299
Deerlijk;34009;2010;11262
Deerlijk;34009;2011;11285
Deerlijk;34009;2012;11414
Deerlijk;34009;2013;11509
Deerlijk;34009;2014;11593
Deerlijk;34009;2015;11683
Deerlijk;34009;2016;11738
Deinze;44011;1997;27080
Deinze;44011;1998;27331
Deinze;44011;1999;27486
Deinze;44011;2000;27559
Deinze;44011;2001;27597
Deinze;44011;2002;27682
Deinze;44011;2003;27718
Deinze;44011;2004;27881
Deinze;44011;2005;28081
Deinze;44011;2006;28320
Deinze;44011;2007;28593
Deinze;44011;2008;28799
Deinze;44011;2009;28989
Deinze;44011;2010;29298
Deinze;44011;2011;29471
Deinze;44011;2012;29724
Deinze;44011;2013;29815
Deinze;44011;2014;29957
Deinze;44011;2015;30380
Deinze;44011;2016;30667
Denderleeuw;41011;1997;16969
Denderleeuw;41011;1998;16994
Denderleeuw;41011;1999;16942
Denderleeuw;41011;2000;16984
Denderleeuw;41011;2001;16903
Denderleeuw;41011;2002;17038
Denderleeuw;41011;2003;17017
Denderleeuw;41011;2004;17028
Denderleeuw;41011;2005;17110
Denderleeuw;41011;2006;17357
Denderleeuw;41011;2007;17493
Denderleeuw;41011;2008;17937
Denderleeuw;41011;2009;18276
Denderleeuw;41011;2010;18485
Denderleeuw;41011;2011;18862
Denderleeuw;41011;2012;19069
Denderleeuw;41011;2013;19206
Denderleeuw;41011;2014;19318
Denderleeuw;41011;2015;19556
Denderleeuw;41011;2016;19688
Dendermonde;42006;1997;43007
Dendermonde;42006;1998;43066
Dendermonde;42006;1999;42994
Dendermonde;42006;2000;43137
Dendermonde;42006;2001;43034
Dendermonde;42006;2002;43168
Dendermonde;42006;2003;43136
Dendermonde;42006;2004;43043
Dendermonde;42006;2005;43081
Dendermonde;42006;2006;43347
Dendermonde;42006;2007;43521
Dendermonde;42006;2008;43618
Dendermonde;42006;2009;43931
Dendermonde;42006;2010;44095
Dendermonde;42006;2011;44257
Dendermonde;42006;2012;44484
Dendermonde;42006;2013;44493
Dendermonde;42006;2014;44768
Dendermonde;42006;2015;44938
Dendermonde;42006;2016;45367
Dentergem;37002;1997;7676
Dentergem;37002;1998;7751
Dentergem;37002;1999;7776
Dentergem;37002;2000;7868
Dentergem;37002;2001;7931
Dentergem;37002;2002;7928
Dentergem;37002;2003;7966
Dentergem;37002;2004;8029
Dentergem;37002;2005;8128
Dentergem;37002;2006;8188
Dentergem;37002;2007;8191
Dentergem;37002;2008;8223
Dentergem;37002;2009;8241
Dentergem;37002;2010;8254
Dentergem;37002;2011;8311
Dentergem;37002;2012;8339
Dentergem;37002;2013;8333
Dentergem;37002;2014;8340
Dentergem;37002;2015;8371
Dentergem;37002;2016;8374
Dessel;13006;1997;8423
Dessel;13006;1998;8471
Dessel;13006;1999;8533
Dessel;13006;2000;8545
Dessel;13006;2001;8489
Dessel;13006;2002;8555
Dessel;13006;2003;8607
Dessel;13006;2004;8718
Dessel;13006;2005;8747
Dessel;13006;2006;8773
Dessel;13006;2007;8865
Dessel;13006;2008;8932
Dessel;13006;2009;9049
Dessel;13006;2010;9107
Dessel;13006;2011;9177
Dessel;13006;2012;9231
Dessel;13006;2013;9286
Dessel;13006;2014;9350
Dessel;13006;2015;9400
Dessel;13006;2016;9420
Destelbergen;44013;1997;17327
Destelbergen;44013;1998;17300
Destelbergen;44013;1999;17234
Destelbergen;44013;2000;17172
Destelbergen;44013;2001;17166
Destelbergen;44013;2002;17164
Destelbergen;44013;2003;17061
Destelbergen;44013;2004;16979
Destelbergen;44013;2005;17109
Destelbergen;44013;2006;17172
Destelbergen;44013;2007;17239
Destelbergen;44013;2008;17451
Destelbergen;44013;2009;17510
Destelbergen;44013;2010;17671
Destelbergen;44013;2011;17636
Destelbergen;44013;2012;17685
Destelbergen;44013;2013;17772
Destelbergen;44013;2014;17799
Destelbergen;44013;2015;17834
Destelbergen;44013;2016;17867
Diepenbeek;71011;1997;16880
Diepenbeek;71011;1998;16860
Diepenbeek;71011;1999;17029
Diepenbeek;71011;2000;17173
Diepenbeek;71011;2001;17251
Diepenbeek;71011;2002;17343
Diepenbeek;71011;2003;17464
Diepenbeek;71011;2004;17653
Diepenbeek;71011;2005;17673
Diepenbeek;71011;2006;17706
Diepenbeek;71011;2007;17874
Diepenbeek;71011;2008;18001
Diepenbeek;71011;2009;18129
Diepenbeek;71011;2010;18208
Diepenbeek;71011;2011;18242
Diepenbeek;71011;2012;18377
Diepenbeek;71011;2013;18542
Diepenbeek;71011;2014;18666
Diepenbeek;71011;2015;18757
Diepenbeek;71011;2016;18906
Diest;24020;1997;21894
Diest;24020;1998;21938
Diest;24020;1999;22046
Diest;24020;2000;22132
Diest;24020;2001;22249
Diest;24020;2002;22312
Diest;24020;2003;22383
Diest;24020;2004;22491
Diest;24020;2005;22551
Diest;24020;2006;22740
Diest;24020;2007;22845
Diest;24020;2008;23025
Diest;24020;2009;23069
Diest;24020;2010;23048
Diest;24020;2011;23150
Diest;24020;2012;23259
Diest;24020;2013;23271
Diest;24020;2014;23219
Diest;24020;2015;23429
Diest;24020;2016;23538
Diksmuide;32003;1997;15353
Diksmuide;32003;1998;15394
Diksmuide;32003;1999;15494
Diksmuide;32003;2000;15443
Diksmuide;32003;2001;15465
Diksmuide;32003;2002;15480
Diksmuide;32003;2003;15494
Diksmuide;32003;2004;15558
Diksmuide;32003;2005;15636
Diksmuide;32003;2006;15733
Diksmuide;32003;2007;15764
Diksmuide;32003;2008;15998
Diksmuide;32003;2009;16147
Diksmuide;32003;2010;16275
Diksmuide;32003;2011;16365
Diksmuide;32003;2012;16432
Diksmuide;32003;2013;16520
Diksmuide;32003;2014;16542
Diksmuide;32003;2015;16515
Diksmuide;32003;2016;16551
Dilbeek;23016;1997;37521
Dilbeek;23016;1998;37499
Dilbeek;23016;1999;37584
Dilbeek;23016;2000;37722
Dilbeek;23016;2001;37818
Dilbeek;23016;2002;38326
Dilbeek;23016;2003;38716
Dilbeek;23016;2004;39058
Dilbeek;23016;2005;39288
Dilbeek;23016;2006;39412
Dilbeek;23016;2007;39585
Dilbeek;23016;2008;39654
Dilbeek;23016;2009;39742
Dilbeek;23016;2010;39998
Dilbeek;23016;2011;40201
Dilbeek;23016;2012;40388
Dilbeek;23016;2013;40737
Dilbeek;23016;2014;41034
Dilbeek;23016;2015;41243
Dilbeek;23016;2016;41450
Dilsen-Stokkem;72041;1997;17738
Dilsen-Stokkem;72041;1998;17957
Dilsen-Stokkem;72041;1999;18069
Dilsen-Stokkem;72041;2000;18187
Dilsen-Stokkem;72041;2001;18364
Dilsen-Stokkem;72041;2002;18486
Dilsen-Stokkem;72041;2003;18626
Dilsen-Stokkem;72041;2004;18705
Dilsen-Stokkem;72041;2005;18921
Dilsen-Stokkem;72041;2006;19106
Dilsen-Stokkem;72041;2007;19171
Dilsen-Stokkem;72041;2008;19296
Dilsen-Stokkem;72041;2009;19462
Dilsen-Stokkem;72041;2010;19663
Dilsen-Stokkem;72041;2011;19837
Dilsen-Stokkem;72041;2012;19947
Dilsen-Stokkem;72041;2013;19929
Dilsen-Stokkem;72041;2014;20028
Dilsen-Stokkem;72041;2015;20199
Dilsen-Stokkem;72041;2016;20287
Drogenbos;23098;1997;4693
Drogenbos;23098;1998;4717
Drogenbos;23098;1999;4722
Drogenbos;23098;2000;4693
Drogenbos;23098;2001;4674
Drogenbos;23098;2002;4731
Drogenbos;23098;2003;4769
Drogenbos;23098;2004;4800
Drogenbos;23098;2005;4847
Drogenbos;23098;2006;4876
Drogenbos;23098;2007;4822
Drogenbos;23098;2008;4893
Drogenbos;23098;2009;4884
Drogenbos;23098;2010;4953
Drogenbos;23098;2011;4935
Drogenbos;23098;2012;5013
Drogenbos;23098;2013;5062
Drogenbos;23098;2014;5093
Drogenbos;23098;2015;5222
Drogenbos;23098;2016;5372
Duffel;12009;1997;15742
Duffel;12009;1998;15767
Duffel;12009;1999;15896
Duffel;12009;2000;15971
Duffel;12009;2001;15938
Duffel;12009;2002;16005
Duffel;12009;2003;16009
Duffel;12009;2004;15957
Duffel;12009;2005;15991
Duffel;12009;2006;16019
Duffel;12009;2007;16140
Duffel;12009;2008;16235
Duffel;12009;2009;16429
Duffel;12009;2010;16577
Duffel;12009;2011;16770
Duffel;12009;2012;16941
Duffel;12009;2013;17037
Duffel;12009;2014;17119
Duffel;12009;2015;17131
Duffel;12009;2016;17292
Edegem;11013;1997;22675
Edegem;11013;1998;22484
Edegem;11013;1999;22333
Edegem;11013;2000;22253
Edegem;11013;2001;22188
Edegem;11013;2002;22024
Edegem;11013;2003;21964
Edegem;11013;2004;21912
Edegem;11013;2005;21866
Edegem;11013;2006;21668
Edegem;11013;2007;21616
Edegem;11013;2008;21389
Edegem;11013;2009;21222
Edegem;11013;2010;21171
Edegem;11013;2011;21103
Edegem;11013;2012;21064
Edegem;11013;2013;21159
Edegem;11013;2014;21251
Edegem;11013;2015;21291
Edegem;11013;2016;21578
Eeklo;43005;1997;19085
Eeklo;43005;1998;19090
Eeklo;43005;1999;19015
Eeklo;43005;2000;19069
Eeklo;43005;2001;18970
Eeklo;43005;2002;19029
Eeklo;43005;2003;19061
Eeklo;43005;2004;19234
Eeklo;43005;2005;19353
Eeklo;43005;2006;19535
Eeklo;43005;2007;19645
Eeklo;43005;2008;19825
Eeklo;43005;2009;19940
Eeklo;43005;2010;20043
Eeklo;43005;2011;20187
Eeklo;43005;2012;20274
Eeklo;43005;2013;20329
Eeklo;43005;2014;20449
Eeklo;43005;2015;20551
Eeklo;43005;2016;20561
Elsene;21009;2000;73174
Elsene;21009;2001;72898
Elsene;21009;2002;74377
Elsene;21009;2003;75841
Elsene;21009;2004;76092
Elsene;21009;2005;77729
Elsene;21009;2006;77511
Elsene;21009;2007;78088
Elsene;21009;2008;79768
Elsene;21009;2009;80312
Elsene;21009;2010;80183
Elsene;21009;2011;82202
Elsene;21009;2012;83425
Elsene;21009;2013;84216
Elsene;21009;2014;83332
Erpe-Mere;41082;1997;19200
Erpe-Mere;41082;1998;19132
Erpe-Mere;41082;1999;19196
Erpe-Mere;41082;2000;19249
Erpe-Mere;41082;2001;19101
Erpe-Mere;41082;2002;19043
Erpe-Mere;41082;2003;19023
Erpe-Mere;41082;2004;18938
Erpe-Mere;41082;2005;19009
Erpe-Mere;41082;2006;18978
Erpe-Mere;41082;2007;19056
Erpe-Mere;41082;2008;19201
Erpe-Mere;41082;2009;19170
Erpe-Mere;41082;2010;19280
Erpe-Mere;41082;2011;19412
Erpe-Mere;41082;2012;19475
Erpe-Mere;41082;2013;19472
Erpe-Mere;41082;2014;19563
Erpe-Mere;41082;2015;19768
Erpe-Mere;41082;2016;19720
Essen;11016;1997;15907
Essen;11016;1998;16118
Essen;11016;1999;16276
Essen;11016;2000;16407
Essen;11016;2001;16482
Essen;11016;2002;16665
Essen;11016;2003;16697
Essen;11016;2004;16791
Essen;11016;2005;16872
Essen;11016;2006;17001
Essen;11016;2007;17143
Essen;11016;2008;17416
Essen;11016;2009;17636
Essen;11016;2010;17797
Essen;11016;2011;17919
Essen;11016;2012;18075
Essen;11016;2013;18066
Essen;11016;2014;18256
Essen;11016;2015;18427
Essen;11016;2016;18615
Etterbeek;21005;2000;39404
Etterbeek;21005;2001;39634
Etterbeek;21005;2002;40378
Etterbeek;21005;2003;41019
Etterbeek;21005;2004;41342
Etterbeek;21005;2005;41097
Etterbeek;21005;2006;41740
Etterbeek;21005;2007;42342
Etterbeek;21005;2008;42902
Etterbeek;21005;2009;43512
Etterbeek;21005;2010;44352
Etterbeek;21005;2011;45257
Etterbeek;21005;2012;45502
Etterbeek;21005;2013;46228
Etterbeek;21005;2014;46427
Evere;21006;2000;31348
Evere;21006;2001;31610
Evere;21006;2002;32089
Evere;21006;2003;32703
Evere;21006;2004;32718
Evere;21006;2005;33069
Evere;21006;2006;33462
Evere;21006;2007;34128
Evere;21006;2008;34727
Evere;21006;2009;35372
Evere;21006;2010;35803
Evere;21006;2011;36492
Evere;21006;2012;37009
Evere;21006;2013;37364
Evere;21006;2014;37957
Evergem;44019;1997;30548
Evergem;44019;1998;30777
Evergem;44019;1999;30964
Evergem;44019;2000;31155
Evergem;44019;2001;31271
Evergem;44019;2002;31307
Evergem;44019;2003;31415
Evergem;44019;2004;31657
Evergem;44019;2005;31963
Evergem;44019;2006;32244
Evergem;44019;2007;32373
Evergem;44019;2008;32545
Evergem;44019;2009;32854
Evergem;44019;2010;33112
Evergem;44019;2011;33240
Evergem;44019;2012;33692
Evergem;44019;2013;33961
Evergem;44019;2014;34170
Evergem;44019;2015;34485
Evergem;44019;2016;34692
Galmaarden;23023;1997;7640
Galmaarden;23023;1998;7631
Galmaarden;23023;1999;7658
Galmaarden;23023;2000;7741
Galmaarden;23023;2001;7796
Galmaarden;23023;2002;7852
Galmaarden;23023;2003;7882
Galmaarden;23023;2004;7906
Galmaarden;23023;2005;8018
Galmaarden;23023;2006;8058
Galmaarden;23023;2007;8158
Galmaarden;23023;2008;8285
Galmaarden;23023;2009;8310
Galmaarden;23023;2010;8398
Galmaarden;23023;2011;8515
Galmaarden;23023;2012;8535
Galmaarden;23023;2013;8588
Galmaarden;23023;2014;8557
Galmaarden;23023;2015;8632
Galmaarden;23023;2016;8670
Ganshoren;21008;2000;19757
Ganshoren;21008;2001;19861
Ganshoren;21008;2002;20034
Ganshoren;21008;2003;20247
Ganshoren;21008;2004;20492
Ganshoren;21008;2005;20609
Ganshoren;21008;2006;20970
Ganshoren;21008;2007;21395
Ganshoren;21008;2008;21743
Ganshoren;21008;2009;22160
Ganshoren;21008;2010;22589
Ganshoren;21008;2011;23059
Ganshoren;21008;2012;23383
Ganshoren;21008;2013;23664
Ganshoren;21008;2014;23836
Gavere;44020;1997;11617
Gavere;44020;1998;11698
Gavere;44020;1999;11767
Gavere;44020;2000;11847
Gavere;44020;2001;11879
Gavere;44020;2002;11896
Gavere;44020;2003;11895
Gavere;44020;2004;11916
Gavere;44020;2005;11947
Gavere;44020;2006;12004
Gavere;44020;2007;12179
Gavere;44020;2008;12226
Gavere;44020;2009;12461
Gavere;44020;2010;12450
Gavere;44020;2011;12451
Gavere;44020;2012;12529
Gavere;44020;2013;12600
Gavere;44020;2014;12601
Gavere;44020;2015;12595
Gavere;44020;2016;12680
Geel;13008;1997;33501
Geel;13008;1998;33597
Geel;13008;1999;33655
Geel;13008;2000;33677
Geel;13008;2001;33879
Geel;13008;2002;34169
Geel;13008;2003;34350
Geel;13008;2004;34444
Geel;13008;2005;34758
Geel;13008;2006;35189
Geel;13008;2007;35502
Geel;13008;2008;36014
Geel;13008;2009;36711
Geel;13008;2010;36990
Geel;13008;2011;37483
Geel;13008;2012;37848
Geel;13008;2013;38101
Geel;13008;2014;38450
Geel;13008;2015;38837
Geel;13008;2016;39225
Geetbets;24028;1997;5699
Geetbets;24028;1998;5739
Geetbets;24028;1999;5783
Geetbets;24028;2000;5793
Geetbets;24028;2001;5777
Geetbets;24028;2002;5731
Geetbets;24028;2003;5759
Geetbets;24028;2004;5772
Geetbets;24028;2005;5755
Geetbets;24028;2006;5765
Geetbets;24028;2007;5786
Geetbets;24028;2008;5837
Geetbets;24028;2009;5866
Geetbets;24028;2010;5906
Geetbets;24028;2011;5917
Geetbets;24028;2012;5947
Geetbets;24028;2013;5934
Geetbets;24028;2014;5944
Geetbets;24028;2015;5987
Geetbets;24028;2016;5970
Genk;71016;1997;62336
Genk;71016;1998;62524
Genk;71016;1999;62654
Genk;71016;2000;62842
Genk;71016;2001;62860
Genk;71016;2002;62949
Genk;71016;2003;63197
Genk;71016;2004;63550
Genk;71016;2005;63607
Genk;71016;2006;63787
Genk;71016;2007;64095
Genk;71016;2008;64294
Genk;71016;2009;64527
Genk;71016;2010;64757
Genk;71016;2011;64987
Genk;71016;2012;65264
Genk;71016;2013;65224
Genk;71016;2014;65399
Genk;71016;2015;65463
Genk;71016;2016;65691
Gent;44021;1997;225469
Gent;44021;1998;224545
Gent;44021;1999;224074
Gent;44021;2000;224180
Gent;44021;2001;224685
Gent;44021;2002;226220
Gent;44021;2003;228016
Gent;44021;2004;229344
Gent;44021;2005;230951
Gent;44021;2006;233120
Gent;44021;2007;235143
Gent;44021;2008;237250
Gent;44021;2009;240049
Gent;44021;2010;243366
Gent;44021;2011;247486
Gent;44021;2012;248242
Gent;44021;2013;248813
Gent;44021;2014;251133
Gent;44021;2015;253266
Gent;44021;2016;257029
Geraardsbergen;41018;1997;30681
Geraardsbergen;41018;1998;30777
Geraardsbergen;41018;1999;30825
Geraardsbergen;41018;2000;30945
Geraardsbergen;41018;2001;30911
Geraardsbergen;41018;2002;30879
Geraardsbergen;41018;2003;30859
Geraardsbergen;41018;2004;30922
Geraardsbergen;41018;2005;31089
Geraardsbergen;41018;2006;31380
Geraardsbergen;41018;2007;31543
Geraardsbergen;41018;2008;31667
Geraardsbergen;41018;2009;31840
Geraardsbergen;41018;2010;32033
Geraardsbergen;41018;2011;32399
Geraardsbergen;41018;2012;32629
Geraardsbergen;41018;2013;32852
Geraardsbergen;41018;2014;32995
Geraardsbergen;41018;2015;32981
Geraardsbergen;41018;2016;33136
Gingelom;71017;1997;7447
Gingelom;71017;1998;7502
Gingelom;71017;1999;7572
Gingelom;71017;2000;7600
Gingelom;71017;2001;7640
Gingelom;71017;2002;7608
Gingelom;71017;2003;7716
Gingelom;71017;2004;7717
Gingelom;71017;2005;7776
Gingelom;71017;2006;7847
Gingelom;71017;2007;7879
Gingelom;71017;2008;7966
Gingelom;71017;2009;8060
Gingelom;71017;2010;8121
Gingelom;71017;2011;8214
Gingelom;71017;2012;8245
Gingelom;71017;2013;8297
Gingelom;71017;2014;8291
Gingelom;71017;2015;8383
Gingelom;71017;2016;8377
Gistel;35005;1997;10611
Gistel;35005;1998;10799
Gistel;35005;1999;11001
Gistel;35005;2000;11085
Gistel;35005;2001;11147
Gistel;35005;2002;11199
Gistel;35005;2003;11162
Gistel;35005;2004;11184
Gistel;35005;2005;11159
Gistel;35005;2006;11125
Gistel;35005;2007;11170
Gistel;35005;2008;11384
Gistel;35005;2009;11702
Gistel;35005;2010;11727
Gistel;35005;2011;11782
Gistel;35005;2012;11792
Gistel;35005;2013;11871
Gistel;35005;2014;11826
Gistel;35005;2015;11753
Gistel;35005;2016;11851
Glabbeek;24137;1997;4955
Glabbeek;24137;1998;4990
Glabbeek;24137;1999;5008
Glabbeek;24137;2000;5071
Glabbeek;24137;2001;5069
Glabbeek;24137;2002;5101
Glabbeek;24137;2003;5091
Glabbeek;24137;2004;5115
Glabbeek;24137;2005;5162
Glabbeek;24137;2006;5189
Glabbeek;24137;2007;5216
Glabbeek;24137;2008;5246
Glabbeek;24137;2009;5264
Glabbeek;24137;2010;5239
Glabbeek;24137;2011;5312
Glabbeek;24137;2012;5269
Glabbeek;24137;2013;5300
Glabbeek;24137;2014;5300
Glabbeek;24137;2015;5382
Glabbeek;24137;2016;5305
Gooik;23024;1997;8602
Gooik;23024;1998;8732
Gooik;23024;1999;8785
Gooik;23024;2000;8834
Gooik;23024;2001;8844
Gooik;23024;2002;8877
Gooik;23024;2003;8905
Gooik;23024;2004;8876
Gooik;23024;2005;8851
Gooik;23024;2006;8895
Gooik;23024;2007;8879
Gooik;23024;2008;8931
Gooik;23024;2009;8921
Gooik;23024;2010;9015
Gooik;23024;2011;9104
Gooik;23024;2012;9181
Gooik;23024;2013;9156
Gooik;23024;2014;9198
Gooik;23024;2015;9218
Gooik;23024;2016;9212
Grimbergen;23025;1997;32637
Grimbergen;23025;1998;32631
Grimbergen;23025;1999;32746
Grimbergen;23025;2000;32930
Grimbergen;23025;2001;32973
Grimbergen;23025;2002;33072
Grimbergen;23025;2003;33240
Grimbergen;23025;2004;33362
Grimbergen;23025;2005;33571
Grimbergen;23025;2006;33965
Grimbergen;23025;2007;34320
Grimbergen;23025;2008;34526
Grimbergen;23025;2009;34854
Grimbergen;23025;2010;35169
Grimbergen;23025;2011;35443
Grimbergen;23025;2012;35810
Grimbergen;23025;2013;36188
Grimbergen;23025;2014;36524
Grimbergen;23025;2015;36558
Grimbergen;23025;2016;36742
Grobbendonk;13010;1997;10472
Grobbendonk;13010;1998;10427
Grobbendonk;13010;1999;10424
Grobbendonk;13010;2000;10449
Grobbendonk;13010;2001;10483
Grobbendonk;13010;2002;10534
Grobbendonk;13010;2003;10599
Grobbendonk;13010;2004;10690
Grobbendonk;13010;2005;10706
Grobbendonk;13010;2006;10747
Grobbendonk;13010;2007;10801
Grobbendonk;13010;2008;10815
Grobbendonk;13010;2009;10890
Grobbendonk;13010;2010;10975
Grobbendonk;13010;2011;11051
Grobbendonk;13010;2012;11047
Grobbendonk;13010;2013;11026
Grobbendonk;13010;2014;11095
Grobbendonk;13010;2015;11128
Grobbendonk;13010;2016;11204
Haacht;24033;1997;12889
Haacht;24033;1998;13039
Haacht;24033;1999;13157
Haacht;24033;2000;13158
Haacht;24033;2001;13223
Haacht;24033;2002;13235
Haacht;24033;2003;13339
Haacht;24033;2004;13373
Haacht;24033;2005;13499
Haacht;24033;2006;13608
Haacht;24033;2007;13729
Haacht;24033;2008;13894
Haacht;24033;2009;14001
Haacht;24033;2010;14159
Haacht;24033;2011;14183
Haacht;24033;2012;14186
Haacht;24033;2013;14275
Haacht;24033;2014;14204
Haacht;24033;2015;14262
Haacht;24033;2016;14296
Haaltert;41024;1997;17241
Haaltert;41024;1998;17228
Haaltert;41024;1999;17265
Haaltert;41024;2000;17274
Haaltert;41024;2001;17206
Haaltert;41024;2002;17178
Haaltert;41024;2003;17164
Haaltert;41024;2004;17104
Haaltert;41024;2005;17122
Haaltert;41024;2006;17255
Haaltert;41024;2007;17442
Haaltert;41024;2008;17528
Haaltert;41024;2009;17642
Haaltert;41024;2010;17668
Haaltert;41024;2011;17668
Haaltert;41024;2012;17709
Haaltert;41024;2013;17797
Haaltert;41024;2014;17901
Haaltert;41024;2015;17962
Haaltert;41024;2016;18117
Halen;71020;1997;8001
Halen;71020;1998;8090
Halen;71020;1999;8122
Halen;71020;2000;8216
Halen;71020;2001;8290
Halen;71020;2002;8320
Halen;71020;2003;8397
Halen;71020;2004;8407
Halen;71020;2005;8513
Halen;71020;2006;8624
Halen;71020;2007;8678
Halen;71020;2008;8812
Halen;71020;2009;9015
Halen;71020;2010;9136
Halen;71020;2011;9242
Halen;71020;2012;9352
Halen;71020;2013;9422
Halen;71020;2014;9480
Halen;71020;2015;9546
Halen;71020;2016;9566
Halle;23027;1997;33443
Halle;23027;1998;33542
Halle;23027;1999;33529
Halle;23027;2000;33655
Halle;23027;2001;33744
Halle;23027;2002;33939
Halle;23027;2003;34124
Halle;23027;2004;34316
Halle;23027;2005;34679
Halle;23027;2006;34882
Halle;23027;2007;35108
Halle;23027;2008;35350
Halle;23027;2009;35691
Halle;23027;2010;36000
Halle;23027;2011;36277
Halle;23027;2012;36852
Halle;23027;2013;37104
Halle;23027;2014;37453
Halle;23027;2015;38023
Halle;23027;2016;38289
Ham;71069;1997;9035
Ham;71069;1998;9180
Ham;71069;1999;9284
Ham;71069;2000;9326
Ham;71069;2001;9392
Ham;71069;2002;9387
Ham;71069;2003;9530
Ham;71069;2004;9574
Ham;71069;2005;9627
Ham;71069;2006;9705
Ham;71069;2007;9824
Ham;71069;2008;9974
Ham;71069;2009;10093
Ham;71069;2010;10235
Ham;71069;2011;10375
Ham;71069;2012;10393
Ham;71069;2013;10473
Ham;71069;2014;10574
Ham;71069;2015;10617
Ham;71069;2016;10618
Hamme;42008;1997;22716
Hamme;42008;1998;22695
Hamme;42008;1999;22721
Hamme;42008;2000;22685
Hamme;42008;2001;22712
Hamme;42008;2002;22749
Hamme;42008;2003;22800
Hamme;42008;2004;22910
Hamme;42008;2005;23059
Hamme;42008;2006;23232
Hamme;42008;2007;23368
Hamme;42008;2008;23547
Hamme;42008;2009;23798
Hamme;42008;2010;23900
Hamme;42008;2011;24194
Hamme;42008;2012;24436
Hamme;42008;2013;24543
Hamme;42008;2014;24673
Hamme;42008;2015;24603
Hamme;42008;2016;24702
Hamont-Achel;72037;1997;13418
Hamont-Achel;72037;1998;13485
Hamont-Achel;72037;1999;13580
Hamont-Achel;72037;2000;13585
Hamont-Achel;72037;2001;13576
Hamont-Achel;72037;2002;13653
Hamont-Achel;72037;2003;13684
Hamont-Achel;72037;2004;13755
Hamont-Achel;72037;2005;13779
Hamont-Achel;72037;2006;13770
Hamont-Achel;72037;2007;13863
Hamont-Achel;72037;2008;13898
Hamont-Achel;72037;2009;14057
